"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","MSRP_range"
"221","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",31,19,1013,35255,"(2e+04,4e+04]"
"222","Chrysler","300",2016,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38590,"(2e+04,4e+04]"
"223","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,34760,"(2e+04,4e+04]"
"224","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,41135,"(4e+04,6e+04]"
"225","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,45270,"(4e+04,6e+04]"
"226","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38670,"(2e+04,4e+04]"
"227","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,38635,"(2e+04,4e+04]"
"228","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,36170,"(2e+04,4e+04]"
"229","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38175,"(2e+04,4e+04]"
"230","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",30,19,1013,32340,"(2e+04,4e+04]"
"231","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,42770,"(4e+04,6e+04]"
"232","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,34840,"(2e+04,4e+04]"
"233","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,35675,"(2e+04,4e+04]"
"234","Chrysler","300M",2002,"premium unleaded (required)",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,1013,32065,"(2e+04,4e+04]"
"235","Chrysler","300M",2002,"premium unleaded (required)",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,1013,28540,"(2e+04,4e+04]"
"236","Chrysler","300M",2003,"premium unleaded (required)",255,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32315,"(2e+04,4e+04]"
"237","Chrysler","300M",2003,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,28885,"(2e+04,4e+04]"
"238","Chrysler","300M",2004,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,29185,"(2e+04,4e+04]"
"239","Chrysler","300M",2004,"premium unleaded (required)",255,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32615,"(2e+04,4e+04]"
"244","Nissan","300ZX",1995,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,3049,"(0,1e+04]"
"247","Nissan","300ZX",1995,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,17,2009,3101,"(0,1e+04]"
"248","Nissan","300ZX",1996,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,3510,"(0,1e+04]"
"249","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,3107,"(0,1e+04]"
"250","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,17,2009,3624,"(0,1e+04]"
"251","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,3185,"(0,1e+04]"
"261","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,36550,"(2e+04,4e+04]"
"262","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,41250,"(4e+04,6e+04]"
"263","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,30600,"(2e+04,4e+04]"
"264","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,37100,"(2e+04,4e+04]"
"265","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,27900,"(2e+04,4e+04]"
"266","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,32700,"(2e+04,4e+04]"
"267","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,40250,"(4e+04,6e+04]"
"268","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,35550,"(2e+04,4e+04]"
"269","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,36100,"(2e+04,4e+04]"
"270","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,33200,"(2e+04,4e+04]"
"271","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,37900,"(2e+04,4e+04]"
"272","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,29600,"(2e+04,4e+04]"
"273","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",25,18,2009,38070,"(2e+04,4e+04]"
"274","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,38900,"(2e+04,4e+04]"
"275","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,33840,"(2e+04,4e+04]"
"276","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,38630,"(2e+04,4e+04]"
"277","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,39630,"(2e+04,4e+04]"
"278","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,37740,"(2e+04,4e+04]"
"279","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,41980,"(4e+04,6e+04]"
"280","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,36280,"(2e+04,4e+04]"
"281","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,36740,"(2e+04,4e+04]"
"282","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,40980,"(4e+04,6e+04]"
"283","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",25,18,2009,38680,"(2e+04,4e+04]"
"284","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,28510,"(2e+04,4e+04]"
"285","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,30210,"(2e+04,4e+04]"
"286","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,31210,"(2e+04,4e+04]"
"287","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,33340,"(2e+04,4e+04]"
"288","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,37280,"(2e+04,4e+04]"
"289","Nissan","350Z",2009,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,41570,"(4e+04,6e+04]"
"290","Nissan","350Z",2009,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,36870,"(2e+04,4e+04]"
"291","Nissan","350Z",2009,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,42570,"(4e+04,6e+04]"
"292","Nissan","350Z",2009,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,37870,"(2e+04,4e+04]"
"293","Nissan","350Z",2009,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,39220,"(2e+04,4e+04]"
"294","Nissan","350Z",2009,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,40220,"(4e+04,6e+04]"
"296","Ferrari","360",2002,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,140615,"(1e+05,1.5e+05]"
"301","Ferrari","360",2003,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,143860,"(1e+05,1.5e+05]"
"305","Ferrari","360",2004,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,147332,"(1e+05,1.5e+05]"
"308","Nissan","370Z",2015,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,46790,"(4e+04,6e+04]"
"309","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,48100,"(4e+04,6e+04]"
"310","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,29990,"(2e+04,4e+04]"
"311","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,41820,"(4e+04,6e+04]"
"312","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,31290,"(2e+04,4e+04]"
"313","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,34870,"(2e+04,4e+04]"
"314","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,33570,"(2e+04,4e+04]"
"315","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,46570,"(4e+04,6e+04]"
"316","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,37970,"(2e+04,4e+04]"
"317","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,37070,"(2e+04,4e+04]"
"318","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,49400,"(4e+04,6e+04]"
"319","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,45270,"(4e+04,6e+04]"
"320","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,39270,"(2e+04,4e+04]"
"321","Nissan","370Z",2015,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,45490,"(4e+04,6e+04]"
"322","Nissan","370Z",2015,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,41990,"(4e+04,6e+04]"
"323","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,38370,"(2e+04,4e+04]"
"324","Nissan","370Z",2015,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,43290,"(4e+04,6e+04]"
"325","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,41820,"(4e+04,6e+04]"
"326","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,48100,"(4e+04,6e+04]"
"327","Nissan","370Z",2016,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,43290,"(4e+04,6e+04]"
"328","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,39270,"(2e+04,4e+04]"
"329","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,34870,"(2e+04,4e+04]"
"330","Nissan","370Z",2016,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,41990,"(4e+04,6e+04]"
"331","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,38370,"(2e+04,4e+04]"
"332","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,45270,"(4e+04,6e+04]"
"333","Nissan","370Z",2016,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,45490,"(4e+04,6e+04]"
"334","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,29990,"(2e+04,4e+04]"
"335","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,46570,"(4e+04,6e+04]"
"336","Nissan","370Z",2016,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,46790,"(4e+04,6e+04]"
"337","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,49400,"(4e+04,6e+04]"
"338","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,37070,"(2e+04,4e+04]"
"339","Nissan","370Z",2016,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,31290,"(2e+04,4e+04]"
"340","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,37970,"(2e+04,4e+04]"
"341","Nissan","370Z",2016,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,33570,"(2e+04,4e+04]"
"342","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,37970,"(2e+04,4e+04]"
"343","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,38370,"(2e+04,4e+04]"
"344","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,34870,"(2e+04,4e+04]"
"345","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,29990,"(2e+04,4e+04]"
"346","Nissan","370Z",2017,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,45490,"(4e+04,6e+04]"
"347","Nissan","370Z",2017,"premium unleaded (required)",350,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,18,2009,41990,"(4e+04,6e+04]"
"348","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,45270,"(4e+04,6e+04]"
"349","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,33570,"(2e+04,4e+04]"
"350","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,48100,"(4e+04,6e+04]"
"351","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,39270,"(2e+04,4e+04]"
"352","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,46570,"(4e+04,6e+04]"
"353","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,49400,"(4e+04,6e+04]"
"354","Nissan","370Z",2017,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,37070,"(2e+04,4e+04]"
"355","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,41820,"(4e+04,6e+04]"
"356","Nissan","370Z",2017,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,46790,"(4e+04,6e+04]"
"357","Nissan","370Z",2017,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,43290,"(4e+04,6e+04]"
"358","Nissan","370Z",2017,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,31290,"(2e+04,4e+04]"
"359","Mazda","3",2015,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Performance","Compact","Sedan",37,25,586,25045,"(2e+04,4e+04]"
"360","Mazda","3",2015,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Performance","Compact","Sedan",39,28,586,26095,"(2e+04,4e+04]"
"361","Mazda","3",2015,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",41,30,586,23795,"(2e+04,4e+04]"
"362","Mazda","3",2015,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",41,29,586,19595,"(1e+04,2e+04]"
"363","Mazda","3",2015,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",41,29,586,18445,"(1e+04,2e+04]"
"364","Mazda","3",2015,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Performance","Compact","Sedan",37,25,586,23845,"(2e+04,4e+04]"
"365","Mazda","3",2015,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",37,27,586,25395,"(2e+04,4e+04]"
"366","Mazda","3",2015,"regular unleaded",184,4,"AUTOMATIC","front wheel drive",4,"Performance","Compact","Sedan",39,28,586,24895,"(2e+04,4e+04]"
"367","Mazda","3",2015,"regular unleaded",184,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",35,26,586,25545,"(2e+04,4e+04]"
"368","Mazda","3",2015,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,30,586,24295,"(2e+04,4e+04]"
"369","Mazda","3",2015,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",41,30,586,19495,"(1e+04,2e+04]"
"370","Mazda","3",2015,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,29,586,20095,"(2e+04,4e+04]"
"371","Mazda","3",2015,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,30,586,19995,"(1e+04,2e+04]"
"372","Mazda","3",2015,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,30,586,21145,"(2e+04,4e+04]"
"373","Mazda","3",2015,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",40,29,586,23245,"(2e+04,4e+04]"
